cd_cliente,cd_municipio,ds_endereco,nr_endereco,bairro
3557,3525607,PRAÇA DE CARDOSO,3526,CANDELARIA
3558,3525706,FAZENDA KEVIN VIANA,3524,FLAMENGO
3559,3525805,AEROPORTO GUILHERME DA CUNHA,2993,UNIVERSITÁRIO
3560,3525854,PRAÇA DE FOGAÇA,1756,PILAR
3561,3525904,ÁREA DE NUNES,2788,INDEPENDÊNCIA
3562,3526001,COLÔNIA ARAÚJO,4463,EYMARD
3563,3526100,LOTEAMENTO DE DAS NEVES,3113,PLANALTO
3564,3526209,SÍTIO DA CRUZ,819,ITATIAIA
3565,3526308,QUADRA NOGUEIRA,2481,VILA JARDIM LEBLON
3566,3526407,RUA DA MATA,2785,JONAS VEIGA
3567,3526506,ÁREA DE DIAS,3144,ANCHIETA
3568,3526605,PASSARELA CAMPOS,4860,SOLIMOES
3569,3526704,RODOVIA SILVEIRA,2446,MINASLANDIA
3570,3526803,VIELA LEVI CASTRO,3096,JARDIM ALVORADA
3571,3526902,VIELA CARVALHO,2403,GRANJA DE FREITAS
3572,3527009,ÁREA DE DAS NEVES,4554,VILA MADRE GERTRUDES 3ª SEÇÃO
3573,3527108,TRECHO DE AZEVEDO,899,VILA BOA VISTA
3574,3527207,ESPLANADA PEDRO ALVES,4270,MARIA HELENA
3575,3527256,PASSARELA FERREIRA,4936,VILA NOVA CACHOEIRINHA 3ª SEÇÃO
3576,3527306,CONDOMÍNIO MARIA VITÓRIA CALDEIRA,3194,VILA BETÂNIA
3577,3527405,RESIDENCIAL DE CALDEIRA,2889,VILA VISTA ALEGRE
3578,3527504,ESTRADA YURI JESUS,2177,BARÃO HOMEM DE MELO 1ª SEÇÃO
3579,3527603,ALAMEDA THEO RODRIGUES,1606,MARAVILHA
3580,3527702,PRAIA DE JESUS,2469,NOVA CACHOEIRINHA
3581,3527801,CONJUNTO PEIXOTO,2250,PONGELUPE
3582,3527900,LAGO DE DA ROSA,1950,SÃO SALVADOR
3583,3528007,VEREDA DE ARAÚJO,3579,CONJUNTO SANTA MARIA
3584,3528106,ESTRADA DE MARTINS,1580,VILA SANTO ANTÔNIO
3585,3528205,VIADUTO DE PORTO,1251,SANTA RITA DE CÁSSIA
3586,3528304,TRAVESSA LUCCA DA CRUZ,1450,POMPÉIA
3587,3528403,LAGOA DE DA LUZ,2497,PARQUE SÃO PEDRO
3588,3528502,SETOR MARTINS,3531,NOSSA SENHORA DA CONCEIÇÃO
3589,3528601,LADEIRA DE MELO,2933,SÃO VICENTE
3590,3528700,TRAVESSA DE SILVA,4926,SÃO PAULO
3591,3528809,ALAMEDA DA MATA,1252,BAIRRO DAS INDÚSTRIAS II
3592,3528858,NÚCLEO VIEIRA,4481,SAVASSI
3593,3528908,DISTRITO DE MELO,4847,PAQUETÁ
3594,3529005,PARQUE DE CAVALCANTI,4334,LIBERDADE
3595,3529104,CONJUNTO DE PEIXOTO,4238,VILA ATILA DE PAIVA
3596,3529203,CAMPO DA LUZ,3180,ALTO BARROCA
3597,3529302,SÍTIO FERREIRA,2494,LEONINA
3598,3529401,CHÁCARA ELISA MONTEIRO,261,DIAMANTE
3599,3529500,SETOR KEVIN COSTA,855,VILA DA ÁRIA
3600,3529609,TREVO CASTRO,3820,CAMPO ALEGRE
3601,3529658,CAMPO DE COSTA,1620,CASA BRANCA
3602,3529708,PÁTIO DANILO SALES,21,PENHA
3603,3529807,VIADUTO TEIXEIRA,1475,VILA NOVA PARAÍSO
3604,3529906,CONJUNTO DE DA CRUZ,3487,VILA CALIFÓRNIA
3605,3530003,JARDIM DE OLIVEIRA,2166,SERRA DO CURRAL
3606,3530102,VIELA OLIVEIRA,391,GOIANIA
3607,3530201,CONDOMÍNIO FELIPE DA CRUZ,4067,JULIANA
3608,3530300,PRAÇA DE FERNANDES,2058,CANAA
3609,3530409,LAGOA VITOR GABRIEL NUNES,3367,VILA COPASA
3610,3530508,CAMPO DE FERNANDES,2107,GAMELEIRA
3611,3530607,ESTAÇÃO FERNANDA DA PAZ,2124,MILIONARIO
3612,3530706,ESTAÇÃO PORTO,4461,VILA SANTA ROSA
3613,3530805,TRECHO DUARTE,3523,VILA NOVA CACHOEIRINHA 3ª SEÇÃO
3614,3530904,LAGO FERREIRA,1265,CASTELO
3615,3531001,AVENIDA LUANA DAS NEVES,2812,FLAVIO MARQUES LISBOA
3616,3531100,PRAÇA DE LIMA,1239,BONFIM
3617,3531209,VIA PINTO,1182,RIBEIRO DE ABREU
3618,3531308,LAGOA DA ROCHA,2148,VILA SÃO JOÃO BATISTA
3619,3531407,RUA MARIANA LOPES,975,LOURDES
3620,3531506,VIA DE ROCHA,4917,TEIXEIRA DIAS
3621,3531605,NÚCLEO DE MONTEIRO,3087,CONJUNTO CALIFÓRNIA I
3622,3531704,NÚCLEO GIOVANNA RAMOS,1002,VILA ECOLÓGICA
3623,3531803,PARQUE NUNES,1184,SOLAR DO BARREIRO
3624,3531902,FAZENDA DE BARROS,2802,AGUAS CLARAS
3625,3532009,VIADUTO DE FERNANDES,430,CÉU AZUL
3626,3532058,SETOR NASCIMENTO,4806,VILA MARIA
3627,3532108,RECANTO STEPHANY LIMA,3958,LORENA
3628,3532157,PRAIA DE DA PAZ,2853,GUTIERREZ
3629,3532207,VIELA DE CAMPOS,2642,OURO PRETO
3630,3532306,VILA KAMILLY GONÇALVES,4039,CENTRO
3631,3532405,AVENIDA JOÃO VITOR REZENDE,1511,BOA VIAGEM
3632,3532504,CHÁCARA DE SOUZA,328,MANGUEIRAS
3633,3532603,ESTRADA DE TEIXEIRA,2179,SALGADO FILHO
3634,3532702,SETOR DE JESUS,877,OURO PRETO
3635,3532801,PASSARELA RIBEIRO,1710,SANTA RITA DE CÁSSIA
3636,3532827,FAVELA NICOLAS GOMES,252,SATELITE
3637,3532843,PRAÇA SALES,3939,CONJUNTO CALIFÓRNIA II
3638,3532868,ÁREA DE SOUZA,1747,VILA MALOCA
3639,3532900,CONJUNTO PIRES,994,POUSADA SANTO ANTONIO
3640,3533007,TRECHO DE MARTINS,2172,VILA ECOLÓGICA
3641,3533106,FAZENDA REZENDE,1898,COPACABANA
3642,3533205,LAGO CARDOSO,856,VILA SANTA MONICA 1ª SEÇÃO
3643,3533254,VALE FARIAS,2259,SANTA TEREZA
3644,3533304,LAGO ANA LUIZA RIBEIRO,3922,PALMEIRAS
3645,3533403,NÚCLEO ROCHA,2149,VILA BANDEIRANTES
3646,3533502,DISTRITO SANTOS,60,VALE DO JATOBA
3647,3533601,ESTAÇÃO DE FERREIRA,2339,VILA ESPLANADA
3648,3533700,QUADRA DE DA MATA,3806,NOVA GRANADA
3649,3533809,SÍTIO NASCIMENTO,2415,ITAIPU
3650,3533908,FAVELA DE DA CONCEIÇÃO,2024,VARZEA DA PALMA
3651,3534005,VIADUTO DE VIANA,1714,ALTA TENSÃO 1ª SEÇÃO
3652,3534104,LAGOA RIBEIRO,260,VILA INDEPENDENCIA 2ª SEÇÃO
3653,3534203,FEIRA DE CARDOSO,791,CARDOSO
3654,3534302,ESTAÇÃO RAFAEL CORREIA,1262,APARECIDA 7ª SEÇÃO
3655,3534401,RUA ALÍCIA NUNES,178,VILA TIROL
3656,3534500,CONDOMÍNIO RAUL DA CUNHA,3422,SÃO SEBASTIÃO
3657,3534609,ESTRADA CARDOSO,1862,MALA E CUIA
3658,3534708,JARDIM DE FARIAS,671,SÃO SALVADOR
3659,3534757,VEREDA JOÃO GABRIEL DA LUZ,4008,MARIANO DE ABREU
3660,3534807,RECANTO DE GONÇALVES,1698,CARMO
3661,3534906,LAGO PEREIRA,759,ETELVINA CARNEIRO
3662,3535002,SETOR FERNANDES,222,VILA MALOCA
3663,3535101,LAGOA DE REZENDE,2812,JARDIM ATLÂNTICO
3664,3535200,PÁTIO NOVAES,1228,POMPÉIA
3665,3535309,MORRO DE PEIXOTO,4419,SÃO VICENTE
3666,3535408,RUA DE FERREIRA,654,JOÃO ALFREDO
3667,3535507,AVENIDA DA LUZ,517,TEIXEIRA DIAS
3668,3535606,ALAMEDA DE FERREIRA,3930,SÃO GABRIEL
3669,3535705,CONJUNTO DE ALVES,3034,BONFIM
3670,3535804,VILA DA LUZ,1753,HORTO FLORESTAL
3671,3535903,PARQUE CUNHA,2067,BOA VISTA
3672,3536000,FAVELA DE NUNES,1686,DELTA
3673,3536109,PRAIA DE FREITAS,2737,SERRA DO CURRAL
3674,3536208,CONJUNTO SALES,2623,VILA NOVA DOS MILIONARIOS
3675,3536257,NÚCLEO DE PORTO,2325,IPIRANGA
3676,3536307,COLÔNIA LORENZO MOREIRA,4201,JARDIM DO VALE
3677,3536406,RUA KAIQUE NUNES,2527,CENTRO
3678,3536505,LARGO MIRELLA ALMEIDA,4699,DAS INDUSTRIAS I
3679,3536570,PRAIA MELO,3811,LAGOINHA
3680,3536604,FAVELA ANDRÉ LOPES,3025,MINAS CAIXA
3681,3536703,CAMPO NUNES,1532,CORAÇÃO EUCARÍSTICO
3682,3536802,FAVELA CORREIA,3360,NOSSA SENHORA APARECIDA
3683,3536901,TRECHO CARVALHO,56,PAULO VI
3684,3537008,VEREDA DE SALES,1137,VILA SÃO JOÃO BATISTA
3685,3537107,PASSARELA DE NUNES,4567,TREVO
3686,3537156,MORRO NATHAN DA CONCEIÇÃO,1863,SÃO MARCOS
3687,3537206,ALAMEDA DE FERREIRA,4404,CONCÓRDIA
3688,3537305,FAVELA DE ARAGÃO,277,JARDIM DO VALE
3689,3537404,FEIRA DA ROCHA,3182,VILA RICA
3690,3537503,SÍTIO NASCIMENTO,2652,SANTA TEREZINHA
3691,3537602,PRAIA DE NASCIMENTO,241,NOVA PAMPULHA
3692,3537701,CAMPO ESTHER DA CRUZ,4619,COLÉGIO BATISTA
3693,3537800,AVENIDA DA CRUZ,1562,VILA PIRATININGA VENDA NOVA
3694,3537909,ESTRADA DE GONÇALVES,4046,CASTANHEIRA
3695,3538006,LARGO MORAES,3960,CHÁCARA LEONINA
3696,3538105,ESPLANADA SILVA,1607,VILA MALOCA
3697,3538204,LADEIRA DE VIEIRA,2986,EUROPA
3698,3538303,PÁTIO DE GONÇALVES,356,OUTRO
3699,3538501,DISTRITO LUIGI DA CRUZ,4936,ÁLVARO CAMARGOS
3700,3538600,FAZENDA DE LIMA,2912,MARIANO DE ABREU
3701,3538709,FAVELA CARDOSO,287,UNIDAS
3702,3538808,VIADUTO BIANCA MORAES,3585,SANTANA DO CAFEZAL
3703,3538907,ALAMEDA DE ARAÚJO,4238,SÃO BENEDITO
3704,3539004,SETOR YASMIN DA CUNHA,925,ESTRELA
3705,3539103,CONDOMÍNIO REZENDE,2208,INDEPENDÊNCIA
3706,3539202,FEIRA DE NUNES,938,ALPES
3707,3539301,DISTRITO PEDRO NUNES,2892,VENTOSA
3708,3539400,VALE DE MOREIRA,4794,TAQUARIL
3709,3539509,ESPLANADA FERREIRA,2904,BAIRRO DAS INDÚSTRIAS II
3710,3539608,JARDIM DE MARTINS,4678,GUARATÃ
3711,3539707,SETOR DE RAMOS,4807,MIRAMAR
3712,3539806,LARGO DA COSTA,4156,SÃO BERNARDO
3713,3539905,SETOR DE PEIXOTO,56,SÃO BENTO
3714,3540002,LARGO DE TEIXEIRA,1898,CAMPO ALEGRE
3715,3540101,ALAMEDA MARTINS,4037,VILA INESTAN
3716,3540200,PRAIA DA MOTA,3875,ALTA TENSÃO 1ª SEÇÃO
3717,3540259,VIA FERNANDO MOURA,4058,ALTO CAIÇARAS
3718,3540309,RUA LEANDRO DA PAZ,3279,MANTIQUEIRA
3719,3540408,VALE GOMES,4044,VILA HAVAÍ
3720,3540507,SÍTIO DE JESUS,3445,VILA MADRE GERTRUDES 4ª SEÇÃO
3721,3540606,MORRO JESUS,881,VILA INESTAN
3722,3540705,RECANTO DE SALES,623,VILA SÃO GERALDO
3723,3540754,LADEIRA ANA LÍVIA MOREIRA,2632,HORTO FLORESTAL
3724,3540804,ESTRADA DE DA COSTA,297,MINAS BRASIL
3725,3540853,PARQUE JOAQUIM PEREIRA,1009,BOA VISTA
3726,3540903,VALE LUCCA MENDES,1400,JARDIM AMÉRICA
3727,3541000,RUA LUCAS PIRES,4147,BALEIA
3728,3541059,AEROPORTO BARROS,4548,BELA VITORIA
3729,3541109,ÁREA DE BARBOSA,1887,PENHA
3730,3541208,FAZENDA REZENDE,2454,VILA SUMARÉ
3731,3541307,ESPLANADA DE ROCHA,3081,CORAÇÃO DE JESUS
3732,3541406,ALAMEDA DA CRUZ,1267,CONJUNTO JATOBA
3733,3541505,CHÁCARA LIMA,651,VILA SANTO ANTÔNIO BARROQUINHA
3734,3541604,TRAVESSA MOURA,2569,SATELITE
3735,3541653,DISTRITO DA MATA,3678,SANTA SOFIA
3736,3541703,VILA DE DA COSTA,1933,VILA CANTO DO SABIÁ
3737,3541802,RESIDENCIAL BENJAMIN COSTA,4167,SÃO LUCAS
3738,3541901,TRECHO MELISSA MORAES,597,VILA DE SÁ
3739,3542008,QUADRA DIEGO DA ROSA,1215,SANTANA DO CAFEZAL
3740,3542107,SÍTIO DE NOGUEIRA,1312,JOÃO PAULO II
3741,3542206,PRAIA NOVAES,2039,ITAPOA
3742,3542305,SÍTIO ARAGÃO,2003,VILA BETÂNIA
3743,3542404,AVENIDA DE COSTELA,4364,VILA PARIS
3744,3542503,TREVO DE CARDOSO,3185,LORENA
3745,3542602,ESTRADA DE NUNES,528,BURACO QUENTE
3746,3542701,VALE DE ROCHA,1288,PENHA
3747,3542800,SETOR DE MELO,1800,RIBEIRO DE ABREU
3748,3542909,MORRO DE DA ROCHA,1453,PONGELUPE
3749,3543006,TREVO DE SOUZA,3442,SERRANO
3750,3543105,CONDOMÍNIO DE DA MOTA,1261,VILA SÃO DIMAS
3751,3543204,LAGOA DE TEIXEIRA,4180,JARDIM VITORIA
3752,3543238,AEROPORTO RENAN FARIAS,373,VILA COPASA
3753,3543253,LADEIRA MARTINS,1482,MARIA VIRGÍNIA
3754,3543303,RODOVIA DA LUZ,4075,VILA DO POMBAL
3755,3543402,RUA DE ALMEIDA,1928,CONJUNTO PROVIDENCIA
3756,3543501,CONDOMÍNIO CALDEIRA,3367,CAMPONESA 1ª SEÇÃO
3757,3543600,TRAVESSA DE VIANA,2512,JARDIM DOS COMERCIARIOS
3758,3543709,ALAMEDA DE MORAES,1558,MANGABEIRAS
3759,3543808,VEREDA FRANCISCO AZEVEDO,4748,VILA MANTIQUEIRA
3760,3543907,PÁTIO BRENDA DA PAZ,2895,NOVO SANTA CECILIA
3761,3544004,VIELA DE DA CUNHA,3405,VILA DA LUZ
3762,3544103,PARQUE MARIA FERNANDA DUARTE,4158,SAGRADA FAMÍLIA
3763,3544202,CONDOMÍNIO DE RIBEIRO,1525,GROTINHA
3764,3544251,LAGOA DA MATA,2101,MARAJÓ
3765,3544301,LARGO DE JESUS,3211,CÉU AZUL
3766,3544400,SÍTIO ARAGÃO,3373,BELVEDERE
3767,3544509,ÁREA RIBEIRO,4579,JOÃO PAULO II
3768,3544608,LAGOA BENÍCIO CORREIA,734,VERA CRUZ
3769,3544707,VEREDA LUIZ FELIPE NOGUEIRA,4543,VILA PUC
3770,3544806,COLÔNIA LUNA CASTRO,4623,VILA ANTENA MONTANHÊS
3771,3544905,CAMPO ALVES,1966,PEDREIRA PADRO LOPES
3772,3545001,CONJUNTO SOUZA,3495,HAVAÍ
3773,3545100,AEROPORTO DE SANTOS,2642,SANTA ROSA
3774,3545159,VILA DE AZEVEDO,2130,PENHA
3775,3545209,QUADRA DE LOPES,1355,MARIA HELENA
3776,3545308,NÚCLEO DA CUNHA,38,VENTOSA
3777,3545407,JARDIM ELISA LOPES,2986,SÃO JORGE 2ª SEÇÃO
3778,3545506,RUA EMANUEL GONÇALVES,4892,SERRA
3779,3545605,SETOR SILVA,885,JARDIM ATLÂNTICO
3780,3545704,PÁTIO CARDOSO,2055,SANTA MARGARIDA
3781,3545803,ESPLANADA ANA LUIZA DAS NEVES,4826,DOM BOSCO
3782,3546009,TRECHO DE DA CRUZ,3966,TRES MARIAS
3783,3546108,ÁREA DE DA ROCHA,2228,VILA SATÉLITE
3784,3546207,VEREDA DIEGO JESUS,2457,VILA AEROPORTO JARAGUÁ
3785,3546256,PRAÇA DE DA PAZ,4127,VILA CLORIS
3786,3546306,LAGOA COSTA,4075,SANTA EFIGÊNIA
3787,3546405,VEREDA DE REZENDE,787,BRAÚNAS
3788,3546504,AVENIDA BRENO CAMPOS,3347,VILA MADRE GERTRUDES 1ª SEÇÃO
3789,3546603,FAZENDA DANILO SILVA,4729,CONJUNTO LAGOA
3790,3546702,TRECHO VIANA,4756,SANTO ANDRÉ
3791,3546801,RECANTO DE CUNHA,236,SAGRADA FAMÍLIA
3792,3546900,CAMPO DE VIANA,3195,BERNADETE
3793,3547007,NÚCLEO SAMUEL CARDOSO,2385,RENASCENÇA
3794,3547106,RESIDENCIAL FOGAÇA,1847,JARDIM ATLÂNTICO
3795,3547205,QUADRA CARDOSO,4762,SAVASSI
3796,3547304,TRAVESSA ANA CAROLINA PINTO,2299,CONJUNTO JARDIM FILADÉLFIA
3797,3547403,TRAVESSA THOMAS CORREIA,4510,VILA SESC
3798,3547502,VILA LUIZ HENRIQUE MORAES,1258,VILA REAL 2ª SEÇÃO
3799,3547601,RECANTO LUIZ MIGUEL PEIXOTO,1862,LIBERDADE
3800,3547650,ÁREA DAS NEVES,1719,ESTRELA
3801,3547700,NÚCLEO DE RODRIGUES,1637,VILA MADRE GERTRUDES 4ª SEÇÃO
3802,3547809,LADEIRA DAVI NUNES,2732,PROVIDENCIA
3803,3547908,CHÁCARA TEIXEIRA,4349,OLHOS D'ÁGUA
3804,3548005,FAZENDA BARBOSA,3451,MINASLANDIA
3805,3548054,FAVELA SOUZA,2951,CARLOS PRATES
3806,3548104,ESTRADA LAÍS DAS NEVES,3929,MIRANTE
3807,3548203,PRAÇA AMANDA SILVA,446,VILA ANTENA
3808,3548302,VEREDA SANTOS,1040,CAIÇARA - ADELAIDE
3809,3548401,QUADRA VALENTINA RIBEIRO,3249,SÃO BENTO
3810,3548500,PASSARELA SILVA,3869,MARÇOLA
3811,3548609,JARDIM DE MELO,3145,GROTA
3812,3548708,DISTRITO DA PAZ,243,MANGABEIRAS
3813,3548807,AEROPORTO GABRIEL MELO,2350,CAETANO FURQUIM
3814,3548906,LOTEAMENTO DE MOURA,724,NOSSA SENHORA DA CONCEIÇÃO
3815,3549003,CHÁCARA DE SANTOS,2854,GAMELEIRA
3816,3549102,CAMPO CLARICE LOPES,4906,BURACO QUENTE
3817,3549201,LAGO DE ROCHA,114,OESTE
3818,3549250,MORRO CARDOSO,1347,OURO MINAS
3819,3549300,LAGO LUANA COSTA,3916,ESTRELA
3820,3549409,DISTRITO DE JESUS,3294,LAGOA
3821,3549508,VILA DE DIAS,2836,VILA PIRATININGA
3822,3549607,ESTRADA JULIA CARDOSO,1581,CANDELARIA
3823,3549706,RODOVIA FOGAÇA,3457,ACABA MUNDO
3824,3549805,RECANTO FERNANDES,180,VILA SANTO ANTÔNIO BARROQUINHA
3825,3549904,JARDIM VIANA,380,VILA JARDIM SÃO JOSÉ
3826,3549953,RUA NOVAES,2776,ALTO BARROCA
3827,3550001,VILA SAMUEL ARAÚJO,2557,GRAÇA
3828,3550100,QUADRA ANA CLARA MONTEIRO,2825,JARAGUÁ
3829,3550209,PARQUE DA CONCEIÇÃO,4792,BOA VIAGEM
3830,3550308,NÚCLEO DE MOREIRA,4462,FAZENDINHA
3831,3550407,CONJUNTO DE ALMEIDA,2496,AGUAS CLARAS
3832,3550506,FAVELA CECÍLIA SOUZA,1777,ALTO CAIÇARAS
3833,3550605,ÁREA DE PIRES,2931,SÃO PAULO
3834,3550704,NÚCLEO DE PEIXOTO,1323,VILA PINHO
3835,3550803,VIADUTO JOÃO PEDRO SALES,3214,SÃO JORGE 2ª SEÇÃO
3836,3550902,QUADRA LEANDRO PEREIRA,2672,VILA FUMEC
3837,3551009,MORRO RODRIGUES,3331,CASA BRANCA
3838,3551108,CHÁCARA ANA JULIA PINTO,2037,VILA MADRE GERTRUDES 1ª SEÇÃO
3839,3551207,AEROPORTO DE TEIXEIRA,495,BIQUINHAS
3840,3551306,ESPLANADA NUNES,725,VILA SANTO ANTÔNIO BARROQUINHA
3841,3551405,LOTEAMENTO REZENDE,2588,SPORT CLUB
3842,3551504,VEREDA ROCHA,1220,BRAÚNAS
3843,3551603,LOTEAMENTO EMANUELLY RAMOS,1428,MIRAMAR
3844,3551702,MORRO LUANA LOPES,4328,VILA DA ÁRIA
3845,3551801,COLÔNIA MURILO FREITAS,3695,SÃO DAMIÃO
3846,3551900,LADEIRA VITOR GABRIEL SILVA,2231,POUSADA SANTO ANTONIO
3847,3552007,TREVO DE MOREIRA,861,SILVEIRA
3848,3552106,ESPLANADA VIEIRA,1511,PARQUE SÃO JOSÉ
3849,3552205,VILA PORTO,987,VILA NOVA GAMELEIRA 1ª SEÇÃO
3850,3552304,FAVELA CLARA GONÇALVES,1921,VILA PIRATININGA VENDA NOVA
3851,3552403,RESIDENCIAL DE GONÇALVES,2883,JARDIM ALVORADA
3852,3552502,JARDIM DUARTE,4720,SAUDADE
3853,3552551,VIA DE RIBEIRO,632,VILA NOVA GAMELEIRA 2ª SEÇÃO
3854,3552601,LAGO MIRELLA MELO,2594,PAQUETÁ
3855,3552700,CONDOMÍNIO LUCAS FOGAÇA,82,NOSSA SENHORA DA CONCEIÇÃO
3856,3552809,PASSARELA SOUZA,2913,VILA NOVA
3857,3552908,VALE DE ROCHA,4741,COPACABANA
3858,3553005,LAGO DE DAS NEVES,1510,MADRE GERTRUDES
3859,3553104,LAGO MOREIRA,2184,VILA SATÉLITE
3860,3553203,PRAIA CAUÊ ARAGÃO,207,ALTO DAS ANTENAS
3861,3553302,VALE ENZO REZENDE,4651,VILA SÃO PAULO
3862,3553401,AEROPORTO DA PAZ,2849,MINEIRÃO
3863,3553500,TRECHO EDUARDA PEREIRA,2407,TÚNEL DE IBIRITÉ
3864,3553609,MORRO LORENZO CARDOSO,3770,SANTO ANTÔNIO
3865,3553658,PASSARELA SOUZA,3873,SANTO ANTÔNIO
3866,3553708,JARDIM SARAH BARROS,3651,VILA COPACABANA
3867,3553807,FEIRA DE DIAS,1101,SANTA RITA
3868,3553856,QUADRA OTÁVIO ARAÚJO,1986,MARIA HELENA
3869,3553906,ESPLANADA PORTO,3601,SÃO JORGE 3ª SEÇÃO
3870,3553955,QUADRA FARIAS,4560,JARAGUÁ
3871,3554003,VIADUTO PAULO NUNES,1702,SANTA HELENA
3872,3554102,ESTAÇÃO MARIANA COSTA,2037,MARIETA 1ª SEÇÃO
3873,3554201,JARDIM COSTELA,3182,VILA ATILA DE PAIVA
3874,3554300,AEROPORTO DE DA COSTA,4805,OLARIA
3875,3554409,CONJUNTO JOÃO FELIPE BARROS,2878,SÃO FRANCISCO
3876,3554508,RECANTO DAVI LUCCA CAMPOS,2431,VILA SATÉLITE
3877,3554607,FAVELA DE REZENDE,1114,VILA OURO MINAS
3878,3554656,AVENIDA ENZO DA CONCEIÇÃO,2879,MARIA GORETTI
3879,3554706,CONJUNTO DE CAMPOS,2995,MIRTES
3880,3554755,PÁTIO ENZO CARVALHO,4822,SÃO TOMAZ
3881,3554805,FEIRA DE CARDOSO,1500,VILA REAL 1ª SEÇÃO
3882,3554904,SETOR DE CASTRO,4974,CAMPO ALEGRE
3883,3554953,QUADRA STEPHANY ALMEIDA,1434,CÔNEGO PINHEIRO 1ª SEÇÃO
3884,3555000,CONDOMÍNIO PORTO,1918,IPE
3885,3555109,PRAIA ALEXIA GOMES,2893,RENASCENÇA
3886,3555208,ESTAÇÃO DE ARAÚJO,2453,VILA OURO MINAS
3887,3555307,SETOR MOREIRA,753,JARDIM VITORIA
3888,3555356,COLÔNIA NATÁLIA NASCIMENTO,2956,OUTRO
3889,3555406,FEIRA DE SILVEIRA,1164,CRUZEIRO
3890,3555505,FAVELA DA PAZ,486,IPE
3891,3555604,FEIRA ROCHA,1972,AEROPORTO
3892,3555703,PASSARELA ESTHER NOVAES,382,VILA NOVA CACHOEIRINHA 3ª SEÇÃO
3893,3555802,FEIRA DE ARAÚJO,3838,VILA INDEPENDENCIA 1ª SEÇÃO
3894,3555901,ESTRADA LUIZ MIGUEL MELO,4038,VILA DA ÁRIA
3895,3556008,QUADRA DA CRUZ,1488,BARÃO HOMEM DE MELO 2ª SEÇÃO
3896,3556107,PÁTIO SILVA,943,GUARANI
3897,3556206,RUA CARDOSO,104,INCONFIDÊNCIA
3898,3556305,AVENIDA DA PAZ,4070,VILA COPASA
3899,3556354,ESTAÇÃO CAROLINE DA ROCHA,4395,SANTA TEREZINHA
3900,3556404,LOTEAMENTO SANTOS,106,VILA MINASLANDIA
3901,3556453,VIADUTO ANA JÚLIA DAS NEVES,3393,VILA MARIA
3902,3556503,VIA DE DA CUNHA,1626,CONJUNTO NOVO DOM BOSCO
3903,3556602,MORRO DE DA ROCHA,3344,PLANALTO
3904,3556701,PRAIA FELIPE ROCHA,3621,PARQUE SÃO JOSÉ
3905,3556800,ESPLANADA MORAES,1203,OUTRO
3906,3556909,RECANTO GABRIELA BARROS,751,VILA CALAFATE
3907,3556958,LADEIRA DA CONCEIÇÃO,4548,SÃO JOÃO
3908,3557006,PARQUE DE CAMPOS,4129,BANDEIRANTES
3909,3557105,TRECHO DE MARTINS,1192,SALGADO FILHO
3910,3557154,PRAÇA VIEIRA,2060,BOA UNIÃO 1ª SEÇÃO
3911,3557204,NÚCLEO DE ALMEIDA,1328,COMITECO
3912,3557303,FEIRA ALÍCIA RAMOS,1783,GOIANIA
3913,4100103,VIADUTO DE REZENDE,867,PALMEIRAS
3914,4100202,CAMPO EMANUELLY CUNHA,1032,NOSSA SENHORA DE FÁTIMA
3915,4100301,PARQUE ROCHA,4643,SÃO BENEDITO
3916,4100400,VIA DUARTE,2862,JARDIM MONTANHÊS
3917,4100459,NÚCLEO MENDES,3307,TUPI B
3918,4100509,VILA ALVES,2159,CONJUNTO FLORAMAR
3919,4100608,PRAÇA GONÇALVES,1003,CASA BRANCA
3920,4100707,TRAVESSA DE DA CUNHA,996,VILA BETÂNIA
3921,4100806,TRAVESSA DIOGO SILVEIRA,2480,CHÁCARA LEONINA
3922,4100905,ALAMEDA PINTO,761,CASA BRANCA
3923,4101002,PÁTIO LAVÍNIA CARVALHO,1490,JOÃO PINHEIRO
3924,4101051,TRAVESSA DE CASTRO,351,CIDADE JARDIM
3925,4101101,DISTRITO COSTELA,4521,FREI LEOPOLDO
3926,4101150,CHÁCARA LIMA,2880,VILA SANTA MONICA 1ª SEÇÃO
3927,4101200,VILA NASCIMENTO,3223,CONJUNTO CALIFÓRNIA II
3928,4101309,LARGO FARIAS,4980,BOM JESUS
3929,4101408,JARDIM DE CARDOSO,2237,CIDADE JARDIM TAQUARIL
3930,4101507,RUA DE DA ROCHA,1679,SÃO FRANCISCO DAS CHAGAS
3931,4101606,TREVO MARIA EDUARDA MONTEIRO,2691,ZILAH SPOSITO
3932,4101655,VALE PORTO,2244,OURO PRETO
3933,4101705,JARDIM DE JESUS,272,PROVIDENCIA
3934,4101804,CONDOMÍNIO COSTA,1514,INCONFIDÊNCIA
3935,4101853,FEIRA NASCIMENTO,700,SÃO TOMAZ
3936,4101903,PÁTIO DAVI LUCAS CAMPOS,482,GRANJA WERNECK
3937,4102000,ESTAÇÃO HEITOR GOMES,3399,SÃO JOÃO
3938,4102109,LADEIRA DA CRUZ,1173,VILA MARIA
3939,4102208,PÁTIO DE CASTRO,2663,AEROPORTO
3940,4102307,AEROPORTO CAROLINA DA MOTA,3378,ALTO CAIÇARAS
3941,4102406,LAGO DE LOPES,465,EYMARD
