cd_sinistro,placa,dt_sinistro,local_sinistro,condutor
3123,"MAE0756   ",2025-11-08 00:00:00.000,4125753,LUCAS
3124,"MEL9976   ",2023-11-20 00:00:00.000,3522000,JOAQUIM
3125,"TIU1345   ",2026-01-03 00:00:00.000,2608305,CAIO
3126,"OBD7554   ",2025-01-01 00:00:00.000,2800605,SOPHIE
3127,"BWC2301   ",2026-03-25 00:00:00.000,3114501,MARIA
3128,"JTO2264   ",2023-08-21 00:00:00.000,4113304,GUSTAVO
3129,"NSJ1252   ",2023-05-14 00:00:00.000,3121605,DAVI
3130,"NIL5617   ",2023-10-10 00:00:00.000,4107801,ANA
3131,"WBO2574   ",2026-03-16 00:00:00.000,3200409,RENAN
3132,"JCK5998   ",2024-02-28 00:00:00.000,2100303,SOPHIE
3133,"BKT5142   ",2024-02-19 00:00:00.000,2909307,VICENTE
3134,"AVJ1156   ",2024-03-04 00:00:00.000,4212403,PIETRO
3135,"MKM4840   ",2024-04-15 00:00:00.000,5210158,VALENTINA
3136,"DCM4715   ",2025-11-22 00:00:00.000,2917409,PEDRO
3137,"GXY7804   ",2023-07-21 00:00:00.000,3204104,ISIS
3138,"WLS9066   ",2026-09-26 00:00:00.000,2904308,RENAN
3139,"FCU0079   ",2024-09-15 00:00:00.000,2929057,JOÃO
3140,"GCP7586   ",2024-11-02 00:00:00.000,2801603,VINICIUS
3141,"UGG0389   ",2024-10-10 00:00:00.000,2704302,NINA
3142,"OUM1878   ",2023-10-16 00:00:00.000,4207650,VITOR
3143,"XAD5124   ",2023-04-24 00:00:00.000,3513850,JULIANA
3144,"UEM2056   ",2025-05-22 00:00:00.000,4109203,ISABELLA
3145,"KOR7154   ",2026-02-17 00:00:00.000,2412302,FRANCISCO
3146,"IET4281   ",2023-12-17 00:00:00.000,2922854,AMANDA
3147,"JBR8851   ",2026-03-22 00:00:00.000,1703073,RAUL
3148,"PLQ0142   ",2025-09-23 00:00:00.000,4300307,MARCELO
3149,"GDE7667   ",2024-07-10 00:00:00.000,4217709,JOÃO
3150,"MDV4849   ",2024-02-18 00:00:00.000,4216107,JOÃO
3151,"GWG9408   ",2023-11-22 00:00:00.000,2922508,OTÁVIO
3152,"FZI3910   ",2025-12-05 00:00:00.000,3552502,CLARA
3153,"AYJ7929   ",2023-09-29 00:00:00.000,2501351,GUILHERME
3154,"MMW3349   ",2024-04-03 00:00:00.000,4101705,DANIELA
3155,"VJG9958   ",2026-07-06 00:00:00.000,2409605,NATHAN
3156,"FKE3990   ",2026-04-04 00:00:00.000,4217907,ANA
3157,"DKI0843   ",2025-11-03 00:00:00.000,1301654,JOÃO
3158,"API7122   ",2024-03-13 00:00:00.000,2106359,PEDRO
3159,"NOS2143   ",2024-02-22 00:00:00.000,2514453,ELISA
3160,"UHS3292   ",2023-07-11 00:00:00.000,1715101,GABRIELLY
3161,"AJA9103   ",2024-08-27 00:00:00.000,3111804,BRENO
3162,"YVQ1176   ",2025-11-23 00:00:00.000,3523909,AMANDA
3163,"TRZ8203   ",2026-04-03 00:00:00.000,5108303,ISADORA
3164,"QEO5026   ",2025-09-15 00:00:00.000,4200101,MARIA
3165,"PUC6599   ",2024-05-18 00:00:00.000,2401206,OTÁVIO
3166,"YWR5171   ",2023-11-05 00:00:00.000,2107506,ISADORA
3167,"ZSH0228   ",2024-05-17 00:00:00.000,1100296,JOANA
3168,"SGG9188   ",2026-03-23 00:00:00.000,2933505,VALENTINA
3169,"XND5798   ",2023-12-21 00:00:00.000,3114105,CALEBE
3170,"RGL9034   ",2024-06-17 00:00:00.000,4111258,KEVIN
3171,"WXW6404   ",2023-08-20 00:00:00.000,2919504,EMANUELLY
3172,"WPV2394   ",2024-03-23 00:00:00.000,4125001,ENZO
3173,"HON9463   ",2023-12-06 00:00:00.000,3103702,HELOÍSA
3174,"PMB2042   ",2026-11-20 00:00:00.000,3114006,BRYAN
3175,"ZQK2294   ",2026-11-20 00:00:00.000,3141504,ANA
3176,"LMV0143   ",2025-02-25 00:00:00.000,3524907,MANUELA
3177,"FXM4704   ",2026-11-13 00:00:00.000,3556701,RAFAELA
3178,"KTW9929   ",2023-03-18 00:00:00.000,5206503,LUIZ
3179,"XNY5812   ",2024-01-03 00:00:00.000,3110103,ALEXIA
3180,"GTX9712   ",2026-05-26 00:00:00.000,2803807,ALEXANDRE
3181,"CSD5838   ",2025-01-23 00:00:00.000,3146305,MIRELLA
3182,"ZRE8586   ",2023-09-23 00:00:00.000,4322905,LUNA
3183,"RIY1207   ",2024-02-22 00:00:00.000,3155702,LUIGI
3184,"YCA7619   ",2024-10-29 00:00:00.000,3146503,CATARINA
3185,"YDW8409   ",2024-06-05 00:00:00.000,5211800,VICENTE
3186,"RJJ9803   ",2026-05-27 00:00:00.000,4201307,JÚLIA
3187,"YEL3453   ",2024-05-21 00:00:00.000,4211058,MARIA
3188,"EQF6688   ",2025-04-28 00:00:00.000,4219002,LUIGI
3189,"GCL7878   ",2023-08-13 00:00:00.000,2612604,EMANUELLY
3190,"BZY2459   ",2025-12-02 00:00:00.000,2514107,NATÁLIA
3191,"BWS9575   ",2024-07-15 00:00:00.000,5209903,RAQUEL
3192,"PLK4670   ",2024-01-07 00:00:00.000,2201408,GABRIELA
3193,"ETM2894   ",2023-12-09 00:00:00.000,4103024,SAMUEL
3194,"ZOQ9555   ",2026-06-02 00:00:00.000,4312450,SOPHIE
3195,"ILC9684   ",2025-03-26 00:00:00.000,2111102,MURILO
3196,"RRI2121   ",2025-12-21 00:00:00.000,4314050,ISABELLA
3197,"MEK7699   ",2026-03-17 00:00:00.000,3554102,ISABEL
3198,"DDU0898   ",2026-05-20 00:00:00.000,4102604,ANA
3199,"RFC8975   ",2026-05-12 00:00:00.000,3114808,CAUÃ
3200,"GNI6272   ",2024-08-08 00:00:00.000,3141207,DAVI
3201,"MZH7690   ",2024-08-02 00:00:00.000,2201903,GABRIEL
3202,"CQZ7448   ",2023-08-27 00:00:00.000,2609907,RAUL
3203,"YFZ7566   ",2026-06-23 00:00:00.000,4100707,EMANUELLA
3204,"YNI2518   ",2023-10-21 00:00:00.000,2706307,MARIA
3205,"KTM8761   ",2024-12-04 00:00:00.000,5211701,DAVI
3206,"EUD3261   ",2023-06-27 00:00:00.000,3543907,GABRIELLY
3207,"TQJ7951   ",2024-11-30 00:00:00.000,3126406,LUIGI
3208,"FYW9823   ",2024-10-08 00:00:00.000,2612307,ISIS
3209,"CJI7534   ",2024-03-06 00:00:00.000,3138658,NATHAN
3210,"QKI9118   ",2023-09-08 00:00:00.000,5216403,JOÃO
3211,"GKC1403   ",2023-08-20 00:00:00.000,3124807,BRUNO
3212,"ICW9315   ",2023-03-21 00:00:00.000,5205059,FRANCISCO
3213,"GFI6697   ",2023-05-18 00:00:00.000,3514957,EDUARDO
3214,"JSK9706   ",2023-04-02 00:00:00.000,3554805,MARIA
3215,"ALB0906   ",2025-09-07 00:00:00.000,2106805,DANILO
3216,"AUJ6576   ",2026-10-28 00:00:00.000,4300604,PIETRA
3217,"QIR2500   ",2025-04-13 00:00:00.000,2928406,STELLA
3218,"VAB0786   ",2023-10-13 00:00:00.000,2211308,PEDRO
3219,"IUI1125   ",2026-11-16 00:00:00.000,4103370,PIETRO
3220,"ETX3129   ",2025-12-28 00:00:00.000,1501402,ANA
3221,"MXX3854   ",2023-06-26 00:00:00.000,3300506,BRUNA
3222,"BPW7151   ",2023-06-06 00:00:00.000,2503308,NATÁLIA
3223,"YQT5074   ",2023-12-28 00:00:00.000,3513850,LEVI
3224,"NUZ7398   ",2024-02-09 00:00:00.000,3504107,JOÃO
3225,"URZ2760   ",2026-05-23 00:00:00.000,3135506,RYAN
3226,"YJC1759   ",2024-10-29 00:00:00.000,5215306,YAGO
3227,"HOI4998   ",2026-08-21 00:00:00.000,3305406,MARIA
3228,"YEB9234   ",2026-12-13 00:00:00.000,4308854,CALEBE
3229,"SUV9540   ",2024-01-13 00:00:00.000,1200807,VITOR
3230,"JXD1027   ",2024-10-19 00:00:00.000,5104542,FERNANDO
3231,"NOY0903   ",2024-05-12 00:00:00.000,3136207,CAUÃ
3232,"RFL1317   ",2025-07-09 00:00:00.000,2202059,SABRINA
3233,"WZD3348   ",2024-04-27 00:00:00.000,2512705,THALES
3234,"KOC8520   ",2025-07-14 00:00:00.000,4309407,RYAN
3235,"UYJ6755   ",2026-07-05 00:00:00.000,4111506,GUSTAVO
3236,"ZZU8433   ",2024-09-26 00:00:00.000,4116406,HELENA
3237,"PQH8174   ",2025-04-17 00:00:00.000,5100607,MAYSA
3238,"VTJ1159   ",2023-10-04 00:00:00.000,5220454,HENRIQUE
3239,"HPO3409   ",2024-12-21 00:00:00.000,2802007,THOMAS
3240,"ELU1979   ",2023-07-29 00:00:00.000,3167905,EDUARDA
3241,"RVQ1851   ",2024-03-27 00:00:00.000,1304260,RYAN
3242,"MLB7815   ",2025-11-02 00:00:00.000,2211357,ANA
3243,"AZC9631   ",2024-10-14 00:00:00.000,3122454,MAYSA
3244,"MKS2414   ",2026-11-22 00:00:00.000,1100254,LUIGI
3245,"FXZ9070   ",2024-07-05 00:00:00.000,2112407,HELENA
3246,"JTJ0961   ",2026-04-04 00:00:00.000,2205102,VITOR
3247,"QPU5462   ",2024-02-23 00:00:00.000,4120507,PEDRO
3248,"XTT0668   ",2026-06-21 00:00:00.000,3166600,LUIZ
3249,"NSQ6444   ",2026-12-24 00:00:00.000,2513802,BEATRIZ
3250,"YII2758   ",2025-01-03 00:00:00.000,4115408,ANA
3251,"ZUD5443   ",2024-11-30 00:00:00.000,3500303,MARIA
3252,"MZF7628   ",2026-11-15 00:00:00.000,3552551,ANTÔNIO
3253,"ONR6505   ",2024-06-28 00:00:00.000,2111748,LUIZ
3254,"PYG4608   ",2025-01-29 00:00:00.000,5216304,ANA
3255,"IDJ4354   ",2023-08-18 00:00:00.000,2504108,ARTHUR
3256,"UKS4507   ",2023-08-22 00:00:00.000,2501575,GUSTAVO
3257,"KQS6951   ",2026-11-10 00:00:00.000,4119806,CAIO
3258,"HVA4131   ",2026-03-17 00:00:00.000,3520004,ISABELLA
3259,"TNK7079   ",2025-12-07 00:00:00.000,1715705,MARIA
3260,"IPV9488   ",2026-08-15 00:00:00.000,2200905,AMANDA
3261,"JAJ7162   ",2024-01-04 00:00:00.000,4100608,CALEBE
3262,"JRC0034   ",2024-10-08 00:00:00.000,5102850,THOMAS
3263,"SGR2748   ",2026-05-31 00:00:00.000,4124053,THALES
3264,"ZHA7289   ",2026-07-10 00:00:00.000,3523602,LAURA
3265,"GRZ6249   ",2026-01-22 00:00:00.000,4102505,MARINA
3266,"DAF9807   ",2023-10-20 00:00:00.000,1508308,CAROLINE
3267,"UGA1545   ",2026-02-17 00:00:00.000,4315404,BRENO
3268,"EOP7783   ",2025-08-02 00:00:00.000,5106240,ENZO
3269,"OCN5051   ",2024-01-28 00:00:00.000,2402501,NICOLAS
3270,"FKK3234   ",2024-09-03 00:00:00.000,4312401,ANTHONY
3271,"CYF4225   ",2026-08-31 00:00:00.000,1301803,YASMIN
3272,"MLR8830   ",2023-09-10 00:00:00.000,3540804,VITOR
3273,"XAR1762   ",2026-06-04 00:00:00.000,1503077,LUCCA
3274,"DPO6022   ",2026-03-18 00:00:00.000,3521200,BÁRBARA
3275,"NYU8552   ",2023-06-05 00:00:00.000,1301100,HELOÍSA
3276,"VYH7673   ",2024-02-26 00:00:00.000,4310652,SAMUEL
3277,"XRT5805   ",2023-07-07 00:00:00.000,2209351,ISADORA
3278,"LXT8596   ",2025-08-03 00:00:00.000,2508802,ALEXANDRE
3279,"CFY4067   ",2024-06-28 00:00:00.000,3528304,MARIA
3280,"KMO0824   ",2025-08-03 00:00:00.000,2508208,ENZO
3281,"UWI7733   ",2025-09-26 00:00:00.000,1300409,JOÃO
3282,"DFH4702   ",2026-09-16 00:00:00.000,2930709,NATHAN
3283,"BTG4285   ",2024-04-03 00:00:00.000,1718907,JÚLIA
3284,"VMH4979   ",2025-10-10 00:00:00.000,3129400,MAYSA
3285,"UYE0029   ",2024-07-29 00:00:00.000,4205191,BEATRIZ
3286,"LAA7298   ",2026-02-04 00:00:00.000,1720259,ALEXANDRE
3287,"JOL2311   ",2024-11-24 00:00:00.000,3122355,LARISSA
3288,"XYJ6860   ",2023-06-30 00:00:00.000,4210209,BRENO
3289,"XMA0745   ",2024-09-30 00:00:00.000,4109104,MARIA
3290,"QIY1355   ",2024-10-25 00:00:00.000,2206902,REBECA
3291,"CTX5853   ",2026-12-26 00:00:00.000,3529005,LETÍCIA
3292,"HYJ2536   ",2024-08-22 00:00:00.000,3540309,VINICIUS
3293,"ORN3981   ",2024-06-08 00:00:00.000,2904308,DANIEL
3294,"QOC0368   ",2025-07-22 00:00:00.000,2109601,MARIA
3295,"LPJ2041   ",2026-02-10 00:00:00.000,2501807,BRENDA
3296,"NPM2195   ",2025-08-18 00:00:00.000,1101609,HEITOR
3297,"NCS6944   ",2025-11-24 00:00:00.000,2502201,LUIZ
3298,"FZM3469   ",2024-12-22 00:00:00.000,3153509,HELENA
3299,"RHV4789   ",2025-09-20 00:00:00.000,4211306,MIRELLA
3300,"GNZ8044   ",2024-06-07 00:00:00.000,3516408,VINICIUS
3301,"JIK0338   ",2024-08-05 00:00:00.000,2103307,CLARA
3302,"NOO8472   ",2024-06-15 00:00:00.000,4200507,MARIANA
3303,"EXK8614   ",2025-08-06 00:00:00.000,2110005,ANA
3304,"ZBS4864   ",2026-10-29 00:00:00.000,3520103,LUIZ
3305,"WPM6567   ",2023-06-09 00:00:00.000,1300029,ISAAC
3306,"LSV9713   ",2024-01-09 00:00:00.000,4124301,LAURA
3307,"LTB4519   ",2024-05-31 00:00:00.000,2201507,NATÁLIA
3308,"KXR4255   ",2024-12-05 00:00:00.000,4305116,SARAH
3309,"DDG6808   ",2025-08-19 00:00:00.000,3147808,MARIA
3310,"SMT6619   ",2024-08-30 00:00:00.000,3542107,JOÃO
3311,"DPM1660   ",2025-06-13 00:00:00.000,2208007,MARIA
3312,"WNP8775   ",2023-09-20 00:00:00.000,3303856,ESTHER
3313,"WZX6439   ",2025-07-12 00:00:00.000,3543204,JULIANA
3314,"HRF4250   ",2024-11-03 00:00:00.000,1304302,ANTÔNIO
3315,"MEC8216   ",2026-08-30 00:00:00.000,3520103,JOÃO
3316,"MTH1829   ",2024-05-21 00:00:00.000,2920403,DIOGO
3317,"RKT8003   ",2026-07-16 00:00:00.000,3533700,AUGUSTO
3318,"EEU3686   ",2024-09-27 00:00:00.000,3544905,ISAAC
3319,"FSB9891   ",2024-02-06 00:00:00.000,3203007,THIAGO
3320,"GFY5358   ",2023-12-01 00:00:00.000,4315958,MARIA
3321,"FLO9391   ",2023-03-22 00:00:00.000,2303204,LEVI
3322,"CTF6098   ",2026-01-02 00:00:00.000,3123304,THIAGO
3323,"SCW9018   ",2023-05-09 00:00:00.000,1502707,LUIZ
3324,"IXF7069   ",2023-06-04 00:00:00.000,1301159,BÁRBARA
3325,"YNN6025   ",2024-11-05 00:00:00.000,2707206,CAROLINA
3326,"VCQ6940   ",2025-02-15 00:00:00.000,2101772,BRENO
3327,"DNL5404   ",2026-09-26 00:00:00.000,2919801,ISABEL
3328,"KED3334   ",2024-07-14 00:00:00.000,2605806,VINICIUS
3329,"DLX5354   ",2023-09-18 00:00:00.000,2507002,NINA
3330,"LXH8046   ",2026-01-01 00:00:00.000,4204350,MARCELA
3331,"UOH4320   ",2023-04-16 00:00:00.000,2104404,REBECA
3332,"LCJ7959   ",2025-07-31 00:00:00.000,3548401,MARIANA
3333,"GGD3013   ",2024-01-22 00:00:00.000,4301636,RENAN
3334,"QJU0765   ",2023-08-29 00:00:00.000,4202206,VITOR
3335,"CKF6951   ",2024-08-26 00:00:00.000,2100501,LUCAS
3336,"RLB7858   ",2023-12-18 00:00:00.000,2925204,DAVI
3337,"EEO1735   ",2024-02-17 00:00:00.000,5214861,LORENZO
3338,"CUX1372   ",2025-05-08 00:00:00.000,4306809,LUANA
3339,"SXX0034   ",2026-01-18 00:00:00.000,4314464,JOÃO
3340,"ZBM5370   ",2025-12-04 00:00:00.000,3159902,NINA
3341,"JSV4064   ",2025-06-04 00:00:00.000,4306551,FERNANDA
3342,"BFD2518   ",2026-09-23 00:00:00.000,4217402,LUNA
3343,"XTB1082   ",2023-06-27 00:00:00.000,5219209,LETÍCIA
3344,"OQL2238   ",2024-09-20 00:00:00.000,2201507,CATARINA
3345,"TFA6377   ",2026-01-03 00:00:00.000,2407807,LEANDRO
3346,"TON0485   ",2023-04-15 00:00:00.000,2410009,BEATRIZ
3347,"XHF7871   ",2026-05-31 00:00:00.000,5100359,BIANCA
3348,"RAH8786   ",2024-08-22 00:00:00.000,2803302,AUGUSTO
3349,"AGG6582   ",2023-11-07 00:00:00.000,3526605,GABRIEL
3350,"CGO2593   ",2026-02-09 00:00:00.000,4317806,LEONARDO
3351,"KCT3675   ",2024-05-19 00:00:00.000,3525508,ESTHER
3352,"CCD2878   ",2025-11-04 00:00:00.000,2205524,JOÃO
3353,"VXK4668   ",2025-05-22 00:00:00.000,3140407,JOAQUIM
3354,"BIG2037   ",2026-06-09 00:00:00.000,4311155,DAVI
3355,"VAG1755   ",2026-11-01 00:00:00.000,4202404,THOMAS
3356,"FVA3209   ",2024-06-24 00:00:00.000,3536703,ELOAH
3357,"XRJ8751   ",2023-11-12 00:00:00.000,4312203,LAVÍNIA
3358,"XDJ7846   ",2026-06-13 00:00:00.000,3110400,ALÍCIA
3359,"AGG2198   ",2025-03-08 00:00:00.000,3521705,LEONARDO
3360,"JPX3434   ",2025-08-25 00:00:00.000,3138674,LAVÍNIA
3361,"ETD1113   ",2023-06-24 00:00:00.000,1703842,LAÍS
3362,"GVO6100   ",2026-04-15 00:00:00.000,3149200,RENAN
3363,"NLI2295   ",2024-11-12 00:00:00.000,3540408,SOFIA
3364,"XTO1501   ",2024-06-11 00:00:00.000,1716604,MIGUEL
3365,"CKN0950   ",2026-04-19 00:00:00.000,2102309,MARIA
3366,"ZRM8727   ",2025-03-04 00:00:00.000,3158003,EMILLY
3367,"KLD0213   ",2026-03-16 00:00:00.000,5106422,FRANCISCO
3368,"LUD8270   ",2026-06-03 00:00:00.000,4215703,ENRICO
3369,"GFB0594   ",2024-07-01 00:00:00.000,3144656,STELLA
3370,"GGJ0031   ",2023-06-25 00:00:00.000,2301901,THOMAS
3371,"TEZ2822   ",2025-07-24 00:00:00.000,4120507,LUCCA
3372,"CBN3206   ",2023-08-22 00:00:00.000,2101772,REBECA
3373,"RXS2859   ",2026-12-20 00:00:00.000,2910800,CARLOS
3374,"FAT5913   ",2024-02-18 00:00:00.000,5207535,RAFAEL
3375,"YIL1270   ",2026-08-18 00:00:00.000,4314548,VITOR
3376,"UAD2076   ",2026-05-29 00:00:00.000,2602209,ISABELLA
3377,"DXQ4246   ",2025-01-21 00:00:00.000,3514601,KAIQUE
3378,"GGX5091   ",2024-02-21 00:00:00.000,3143708,LUIZ
3379,"OGW3643   ",2024-08-29 00:00:00.000,2610103,MARINA
3380,"DZF3575   ",2026-02-13 00:00:00.000,2111953,LEANDRO
3381,"HMY3670   ",2026-01-02 00:00:00.000,1300631,MARIA
3382,"NDG6578   ",2023-09-24 00:00:00.000,4204400,JOÃO
3383,"UOY7317   ",2024-05-30 00:00:00.000,2919504,VITÓRIA
3384,"LIG6019   ",2025-01-28 00:00:00.000,4108601,DANILO
3385,"PYX3456   ",2025-10-21 00:00:00.000,3551603,VITÓRIA
3386,"ZZF9688   ",2024-10-20 00:00:00.000,3507753,CALEBE
3387,"PXB7305   ",2023-09-02 00:00:00.000,3112208,STEPHANY
3388,"POY6553   ",2026-10-27 00:00:00.000,3101300,MARCELA
3389,"XKP9019   ",2025-10-10 00:00:00.000,3154408,RAFAELA
3390,"UFC0248   ",2025-01-13 00:00:00.000,3205200,NOAH
3391,"HGH3614   ",2025-10-17 00:00:00.000,5211503,JOÃO
3392,"NFW5079   ",2023-09-16 00:00:00.000,2300705,ISABELLA
3393,"CGN8613   ",2025-01-29 00:00:00.000,2606309,MARIA
3394,"QQS7036   ",2026-09-30 00:00:00.000,3122603,ELISA
3395,"LEA2787   ",2023-12-27 00:00:00.000,4202008,OTÁVIO
3396,"JBZ5666   ",2023-08-17 00:00:00.000,2300705,GABRIELA
3397,"AGM1247   ",2025-08-16 00:00:00.000,3552106,LUCAS
3398,"LDA2941   ",2026-01-22 00:00:00.000,4107652,THIAGO
3399,"XDS8504   ",2024-06-05 00:00:00.000,4310363,EDUARDO
3400,"CTR1263   ",2026-04-19 00:00:00.000,5203104,MARIA
3401,"FTJ6756   ",2023-10-30 00:00:00.000,3555406,MARIA
3402,"KFK0933   ",2023-08-01 00:00:00.000,2307106,VITOR
3403,"SUJ3051   ",2026-02-04 00:00:00.000,3523404,SOFIA
3404,"UER1188   ",2025-04-29 00:00:00.000,2403905,LUANA
3405,"SNL0799   ",2024-03-06 00:00:00.000,2702306,PIETRO
3406,"LLN4674   ",2023-06-23 00:00:00.000,1504307,ISABEL
3407,"OTA8584   ",2023-09-06 00:00:00.000,3512407,GABRIELLY
3408,"RGG1873   ",2026-12-19 00:00:00.000,4213609,ANA
3409,"WEQ9739   ",2025-04-14 00:00:00.000,3164902,EDUARDA
3410,"HLS5401   ",2024-10-24 00:00:00.000,4316972,LETÍCIA
3411,"QMU3836   ",2026-05-07 00:00:00.000,5218805,JOÃO
3412,"AQS8281   ",2026-04-18 00:00:00.000,5211008,THOMAS
3413,"ZCJ1677   ",2024-07-29 00:00:00.000,1721208,AMANDA
3414,"UYY9957   ",2024-05-31 00:00:00.000,4318002,ANA
3415,"OCS4721   ",2024-02-23 00:00:00.000,4119251,OTÁVIO
3416,"NJX0976   ",2026-05-26 00:00:00.000,4217709,KAIQUE
3417,"AEJ1437   ",2025-10-27 00:00:00.000,2930907,LORENZO
3418,"FBO4416   ",2026-08-20 00:00:00.000,4128401,BENJAMIN
3419,"INS1041   ",2024-04-06 00:00:00.000,4104428,MATHEUS
3420,"GID6308   ",2026-09-08 00:00:00.000,4103701,JOÃO
3421,"BFF6439   ",2025-04-23 00:00:00.000,2300903,CAMILA
3422,"MSH5613   ",2025-05-18 00:00:00.000,1705607,NINA
3423,"LOM0905   ",2023-05-09 00:00:00.000,2610202,ANA
3424,"WTO3641   ",2026-02-04 00:00:00.000,5218805,DAVI
3425,"LBO0762   ",2025-02-26 00:00:00.000,4321303,ISABELLA
3426,"EFF5411   ",2023-12-02 00:00:00.000,4204707,STEPHANY
3427,"KGQ8658   ",2026-02-05 00:00:00.000,2308351,ANA
3428,"QTR3671   ",2023-04-01 00:00:00.000,3144672,GABRIELLY
3429,"GZO1650   ",2025-09-29 00:00:00.000,2414308,IGOR
3430,"ZPX8023   ",2026-06-25 00:00:00.000,4202073,NICOLAS
3431,"BTF2012   ",2026-08-13 00:00:00.000,4305009,NOAH
3432,"ICI0323   ",2026-03-12 00:00:00.000,2209351,LUCAS
3433,"TKJ2344   ",2023-09-24 00:00:00.000,5206503,ISADORA
3434,"YZZ3235   ",2023-06-19 00:00:00.000,5001003,SOPHIE
3435,"ZYG0011   ",2025-09-05 00:00:00.000,3502804,ISABELLA
3436,"LDY3522   ",2023-04-18 00:00:00.000,1304203,SOFIA
3437,"DTU2756   ",2026-06-20 00:00:00.000,3554409,MARIA
3438,"NAB0994   ",2026-09-01 00:00:00.000,2110005,EMANUELLY
3439,"KAA7088   ",2026-01-13 00:00:00.000,2900306,EMANUELLY
3440,"JWA4137   ",2026-09-29 00:00:00.000,3539905,FELIPE
3441,"WBA4204   ",2026-10-18 00:00:00.000,3551702,RAUL
3442,"NDJ7343   ",2025-10-27 00:00:00.000,2404804,ENRICO
3443,"FTC0782   ",2023-08-09 00:00:00.000,2305233,HEITOR
3444,"FOB2039   ",2024-03-01 00:00:00.000,4119806,LUIZ
3445,"OHU1652   ",2023-06-08 00:00:00.000,3202108,NATHAN
3446,"EVP8239   ",2025-02-23 00:00:00.000,3107802,DAVI
3447,"YNL8359   ",2023-11-20 00:00:00.000,4321808,HEITOR
3448,"EZP8465   ",2024-03-20 00:00:00.000,3140209,PIETRA
3449,"MHL0842   ",2025-02-08 00:00:00.000,4317509,MARINA
3450,"JPD1837   ",2025-05-06 00:00:00.000,3509106,ALÍCIA
3451,"MWW9378   ",2025-04-28 00:00:00.000,5106315,CAIO
3452,"TVV7283   ",2024-03-15 00:00:00.000,2400703,LUANA
3453,"GPR2017   ",2025-01-25 00:00:00.000,3137536,FERNANDO
3454,"FES6123   ",2025-07-13 00:00:00.000,3162500,HELOÍSA
3455,"GUL4082   ",2025-12-16 00:00:00.000,4215687,JULIA
3456,"YFE1183   ",2024-12-18 00:00:00.000,3519204,ANTÔNIO
3457,"FSI4422   ",2026-08-12 00:00:00.000,2112001,JOAQUIM
3458,"WAZ8308   ",2024-01-20 00:00:00.000,4218608,HELENA
3459,"ZVW2869   ",2025-03-08 00:00:00.000,1505403,LUIZ
3460,"WNS8144   ",2025-04-20 00:00:00.000,3529708,JOÃO
3461,"OVF8517   ",2025-04-10 00:00:00.000,5219506,CAROLINA
3462,"PGL7819   ",2026-06-29 00:00:00.000,2512101,DAVI
3463,"DNB3207   ",2024-06-29 00:00:00.000,1503093,LUCAS
3464,"JTO5301   ",2023-10-10 00:00:00.000,5222005,HELENA
3465,"WQM7337   ",2026-12-06 00:00:00.000,3157336,CLARICE
3466,"DOW7138   ",2025-12-14 00:00:00.000,2506202,MURILO
3467,"DNF6717   ",2024-10-06 00:00:00.000,4126603,THEO
3468,"UFU0179   ",2025-07-03 00:00:00.000,2414902,ALEXIA
3469,"DLK3037   ",2025-02-14 00:00:00.000,1500503,ELISA
3470,"ONQ0911   ",2025-02-25 00:00:00.000,3155009,CATARINA
3471,"IRF4138   ",2026-03-16 00:00:00.000,2921450,PIETRA
3472,"XEG8747   ",2026-04-15 00:00:00.000,4313011,MARIA
3473,"DLJ0784   ",2026-10-24 00:00:00.000,3542404,RYAN
3474,"ARB5558   ",2025-08-16 00:00:00.000,4201307,MILENA
3475,"VRU0332   ",2024-02-26 00:00:00.000,3550001,MARIA
3476,"YZH7266   ",2025-05-31 00:00:00.000,3205150,CLARA
3477,"JJO0021   ",2023-07-19 00:00:00.000,3507803,DAVI
3478,"OQD9634   ",2024-02-18 00:00:00.000,2201988,ALEXIA
3479,"MWP6221   ",2026-12-11 00:00:00.000,3104502,CAROLINE
3480,"QUO8053   ",2023-05-11 00:00:00.000,2105450,CAIO
3481,"GHU3951   ",2023-10-24 00:00:00.000,4309001,MARIA
3482,"UQD9876   ",2025-05-29 00:00:00.000,3169901,ALEXIA
3483,"UQI5762   ",2024-08-24 00:00:00.000,3555208,CALEBE
3484,"OZI2950   ",2025-04-21 00:00:00.000,1720499,FERNANDO
3485,"SKH8948   ",2025-04-13 00:00:00.000,4202701,DAVI
3486,"PRM6243   ",2025-11-29 00:00:00.000,1301159,MAYSA
3487,"YFA8920   ",2026-11-21 00:00:00.000,2701209,KEVIN
3488,"TQT3770   ",2024-03-02 00:00:00.000,2410009,BRUNA
3489,"OVA5693   ",2024-08-19 00:00:00.000,3136900,LÍVIA
3490,"GHS1929   ",2025-02-14 00:00:00.000,3150208,ISAAC
3491,"SGT4571   ",2026-04-25 00:00:00.000,4113502,THOMAS
3492,"HGQ7395   ",2024-07-19 00:00:00.000,2402501,EDUARDO
3493,"VKG8003   ",2023-05-29 00:00:00.000,5108006,CAUÊ
3494,"ZTU4201   ",2026-11-10 00:00:00.000,1100155,SOPHIA
3495,"NMT6982   ",2025-11-08 00:00:00.000,3505203,ERICK
3496,"PCB6618   ",2025-09-08 00:00:00.000,1301407,EMANUELLA
3497,"JOO5719   ",2025-12-08 00:00:00.000,3538808,MARIANE
